"";"classe 1";"classe 2";"classe 3"
"canal";22,753;-7,668;-6,855
"bahia";2,626;-2,598;-0,04
"autuacao";-0,877;-2,247;6,816
"armazenamento";20,474;-6,9;-6,168
"argumentativo";-7,355;0,144;7,373
"arguir";-2,274;4,981;-0,319
"arguentes";0,539;-3,129;0,952
"ap";-9,227;33,719;-6,168
"anjo";-11,453;-6,516;42,186
"and";4,256;-2,681;-0,464
"amparar";0,539;-5,148;2,217
"alimentacao";17,547;-7,284;-4,101
"afigurar";1,398;-0,072;-1,162
"acrescer";0,002;1,976;-2,245
"walber";-3,522;-1,532;11,69
"violador";0,002;1,976;-2,245
"video";17,547;-7,284;-4,101
"territorial";11,727;-4,041;-3,448
"teresina";2,969;-4,215;0,018
"tcu";1,479;-6,9;1,701
"sustentacao";0,073;-0,269;0,049
"supor";-1,774;15,768;-6,511
"supervisao";17,547;-4,778;-6,511
"substrato";-3,211;-2,798;14,203
"site";11,727;-6,516;-1,69
"selecao";20,474;-6,9;-6,168
"rio_grande_do_norte";-5,163;-4,982;23,937
"respe";-14,982;-6,516;49,729
"respaldo";7,889;-4,778;-0,944
"red";-16,746;42,721;-4,101
"raro";16,42;-4,409;-6,168
"ptb";-13,217;-5,749;43,872
"primar";0,258;-0,418;0,007
"precisao";-13,193;36,278;-4,101
"posicionamento";7,889;-4,778;-0,944
"pno";20,474;-6,9;-6,168
"pernambuco";-0,002;-2,598;2,922
"paragrafo";0,258;-4,778;2,762
"paradigma";-7,355;5,913;0,37
"pactuar";16,42;-6,9;-3,773
"orcamentario";6,939;-6,9;-0,102
"oferta";17,547;-4,778;-6,511
"nobre";-13,193;42,721;-6,511
"materializar";2,188;-2,155;-0,035
"martins";-7,355;-4,778;28,61
"lxxviii";-3,211;0,144;2,762
"lancamento";10,685;-4,778;-2,245
"ius";-16,746;-2,798;40,989
"irresignacao";-5,071;-4,778;23,253
"introduzir";0,938;-1,345;0,007
"intensivo";20,474;-6,9;-6,168
"ingerencia";17,547;-7,284;-4,101
"indenizacao";21,613;-7,284;-6,511
"imputar";0,938;-1,345;0,007
"importacao";13,905;-4,778;-4,101
"honorum";-16,746;-7,284;55,587
"greenwald";1,479;-6,9;1,701
"gratuito";21,613;-7,284;-6,511
"formar";0,938;-0,018;-0,944
"fabio";-0,093;-1,915;3,134
"exigivel";0,002;3,681;-4,101
"estado_de_direito";0,002;-7,284;7,373
"equilibrio";5,516;-0,018;-6,511
"enfoque";-10,062;11,957;0,007
"ec";2,188;0,025;-3,448
"diplomacao";-15,864;-6,9;52,658
"desempenhar";-1,774;0,144;1,289
"desconformidade";-9,227;2,528;3,405
"descabe";-10,062;30,361;-4,101
"correto";2,041;-2,798;0,007
"coordenar";17,547;-7,284;-4,101
"computador";16,42;-4,409;-6,168
"compartilhamento";10,685;-7,284;-0,944
"comentario";3,567;-1,345;-0,944
"colegiada";-0,76;-4,778;10,511
"codefat";13,905;-7,284;-2,245
"cnj";11,727;-6,516;-1,69
"baliza";0,938;0,144;-2,245
"ayres";-12,322;27,875;-1,964
"anomalo";-10,062;-0,018;14,203
"amici_curiae";-2,623;-4,409;16,079
"agro";-3,522;-1,532;11,69
"4o";-5,071;20,106;-4,101
"volume";16,42;-4,409;-6,168
"vigorar";4,672;-4,409;-0,102
"vidar";-6,579;-0,269;12,032
"teixeira";5,417;-4,215;-0,31
"soares";-0,936;-2,681;7,777
"segurado";15,295;-4,041;-5,825
"satisfazer";-5,816;11,65;-0,552
"sala";16,42;-6,9;-3,773
"recolher";16,42;-6,9;-3,773
"qualificacao";3,095;-1,845;-0,384
"proveito";-5,816;20,232;-3,448
"promulgar";0,073;-1,093;0,582
"prolatar";-14,982;11,65;0,86
"procurar";12,813;-4,409;-3,773
"prestigiar";9,653;-2,473;-3,773
"presidio";9,653;-6,9;-0,74
"potencializar";-9,227;17,855;-0,74
"perfeito";-0,041;-2,473;3,405
"peluso";-11,453;25,405;-1,69
"par";3,095;-1,845;-0,384
"neto";0,791;-0,922;-0,001
"multiplicidade";-6,579;13,678;-0,74
"movimentacao";15,295;-6,516;-3,448
"moral";1,479;0,287;-3,773
"mmfdh";17,058;-5,749;-5,139
"misto";19,336;-6,516;-5,825
"matricular";15,295;-4,041;-5,825
"marca";6,819;-2,298;-2,054
"lograr";-1,316;2,528;-0,102
"irrestrito";-15,864;22,587;-0,102
"imprescindivel";1,479;-6,9;1,701
"imperio";-6,761;-0,008;9,409
"guerra";12,813;-2,473;-6,168
"glenn";2,188;-6,516;0,86
"fronteira";18,197;-6,133;-5,482
"falha";12,813;-6,9;-1,964
"extrapolar";-0,041;2,528;-1,964
"etica";0;-6,516;6,747
"estranho";-2,623;17,855;-6,168
"estimar";19,336;-6,516;-5,825
"esquema";10,648;-3,676;-3,124
"escolher";4,672;-4,409;-0,102
"eros";-11,453;37,517;-5,825
"embargado";-11,453;-4,041;35,263
"egregio";-6,579;0;8,571
"efetivacao";0,073;0;-0,102
"discriminacao";12,813;-2,473;-6,168
"dificuldade";6,939;-2,473;-1,964
"desembargador";-3,707;-6,516;23,278
"delegacao";3,863;-6,516;0,137
"defensoria_publica";-6,579;17,855;-1,964
"credor";-0,558;-3,676;7,974
"cov";14,782;-4,982;-4,453
"correlato";-0,455;10,057;-6,168
"consentimento";20,474;-6,9;-6,168
"componente";11,727;-4,041;-3,448
"competicao";18,197;-6,133;-5,482
"comirnaty";20,474;-6,9;-6,168
"codigo_penal";16,42;-6,9;-3,773
"cezar";-11,453;20,232;-0,552
"cabeca";10,648;-3,676;-3,124
"basilar";0,986;-0,857;-0,035
"assessor";-2,448;-5,749;18,086
"articular";1,479;-4,409;0,582
"apelacao";-3,707;-6,516;23,278
"antigo";6,939;-6,9;-0,102
"alemao";-8,398;25,405;-3,448
"aferido";-9,227;6,992;0,582
"acionamento";-6,579;27,875;-6,168
"abstencao";10,648;-6,133;-1,425
"votar";-5,816;-6,516;28,96
"vol";-5,956;13,393;-0,927
"vieira";-0,187;-3,831;6,27
"tradicao";11,727;-2,155;-5,825
"totalidade";11,727;-4,041;-3,448
"tendente";3,863;-0,857;-1,69
"taxativo";2,188;-6,516;0,86
"supressao";8,633;-4,041;-1,69
"substancia";19,336;-6,516;-5,825
"sub";-3,707;-0,857;9,95
"sinalizar";0,257;0,025;-0,552
"semanal";11,931;-5,365;-2,485
"remanescente";0;-6,516;6,747
"rejeicao";-6,761;-0,008;9,409
"regencia";-3,707;15,647;-3,448
"reconsideracao";-5,816;-6,516;28,96
"quimico";15,295;-4,041;-5,825
"produtor";18,197;-6,133;-5,482
"pobreza";17,058;-5,749;-5,139
"neri";-14,982;31,167;-1,69
"necessitar";11,727;-6,516;-1,69
"mt";-1,689;11,155;-3,768
"monocraticamente";-11,453;0,025;13,772
"mineiro";2,377;-5,749;0,485
"mauricio";-12,335;23,569;-0,927
"marinho";6,433;-2,247;-1,863
"margem";0,986;1,547;-5,825
"manejar";-14,982;0,025;18,215
"ligar";3,863;0,025;-5,825
"ler";15,295;-4,041;-5,825
"laudo";13,644;-4,598;-4,11
"jornal";11,727;-4,041;-3,448
"invasao";6,012;-4,041;-0,552
"infirmar";-14,982;5,422;4,165
"idoso";3,863;-6,516;0,137
"horticola";8,633;-4,041;-1,69
"harmonia";0,986;-0,857;-0,035
"gas";17,058;-5,749;-5,139
"forum";3,832;-4,598;-0,002
"fertilizante";17,058;-5,749;-5,139
"fe";3,863;-2,155;-0,552
"facil";0,257;1,547;-3,448
"excessivo";3,863;-0,147;-3,448
"estender";0,986;-2,155;0,137
"escrutinio";-11,453;0,492;9,95
"eleitor";3,095;-3,676;-0,002
"discricionario";2,188;-4,041;0,137
"dependencia";0,065;-6,133;5,062
"datar";-0,694;0,451;0,07
"daniel";-0,765;0,995;-0,001
"cotejo";-8,398;11,65;-0,035
"corroborar";-5,816;8,242;-0,035
"contestar";-3,707;1,547;0,86
"conservacao";19,336;-6,516;-5,825
"comandante";17,058;-5,749;-5,139
"clinicar";15,295;-4,041;-5,825
"cilindro";15,92;-5,365;-4,796
"cerne";2,188;-0,147;-1,69
"carecer";-2,07;0,492;0,86
"cadeia";-2,07;1,547;0,137
"banda";8,633;-2,155;-3,448
"arrecadacao";18,197;-6,133;-5,482
"anatel";6,433;-2,247;-1,863
"alvo";0,986;-2,155;0,137
"alusivo";2,188;-4,041;0,137
"alienacao";13,644;-4,598;-4,11
"agricola";17,058;-5,749;-5,139
"advir";-0,217;-2,155;4,165
"adequar";8,633;-6,516;-0,552
"acusar";3,863;-6,516;0,137
"absorvente";18,197;-6,133;-5,482
"abreviar";0;-6,516;6,747
"xvii";14,171;-6,133;-3,124
"vivenciar";14,171;-6,133;-3,124
"viragem";-13,217;-1,545;29,574
"verso";-7,575;0,102;7,974
"usurpacao";-1,559;3,983;-0,384
"transmudar";-0,558;9,697;-5,482
"titularidade";1,583;-0,058;-1,425
"teoria";7,628;-6,133;-0,384
"socioeconomico";18,197;-6,133;-5,482
"snpg";17,058;-5,749;-5,139
"sintetizar";-3,062;0,102;2,809
"satisfacao";-1,096;2,702;-0,239
"sancionador";5,11;-3,676;-0,384
"rondonia";0,699;-0,295;-0,159
"rodrigo";-3,522;-1,532;11,69
"richa";-11,453;-4,982;38,017
"ribeiro";-2,976;-0,628;7,777
"reportagem";14,171;-6,133;-3,124
"reparticao";11,931;-2,954;-4,796
"remessa";-1,873;-5,365;15,562
"regulador";7,628;-3,676;-1,425
"recordar";5,11;-0,639;-3,124
"recepcionar";-1,559;-6,133;15,773
"protocolar";-1,559;-3,676;11,544
"proferir";-1,559;-6,133;15,773
"precario";-0,558;-6,133;11,544
"portador";15,92;-5,365;-4,796
"permanencia";3,095;-6,133;0,279
"pedido_cautelar";-0,558;-3,676;7,974
"pcdob";-5,956;-5,365;26,748
"patamar";18,197;-6,133;-5,482
"pasep";14,171;-3,676;-5,482
"optar";10,648;-3,676;-3,124
"opor";-1,559;0,102;1,214
"obedecer";7,628;-6,133;-0,384
"midia";8,516;-2,954;-2,485
"melhoria";14,171;-6,133;-3,124
"loa";0,057;-5,365;4,428
"lastro";-3,062;6,528;-0,384
"interamericano";13,05;-5,749;-2,803
"integralidade";-5,067;-6,133;26,208
"insatisfatorio";-7,575;28,623;-5,482
"inovar";-1,096;0,239;0,485
"inflacao";9,703;-2,247;-4,11
"indiscriminado";10,648;-6,133;-1,425
"imunizar";18,197;-6,133;-5,482
"impropriedade";-5,067;0,102;5,062
"impresso";18,197;-6,133;-5,482
"imesf";2,626;-4,982;0,19
"ifes";18,197;-6,133;-5,482
"horizonte";7,628;-6,133;-0,384
"hierarquia";6,641;-5,749;-0,239
"fome";4,241;-5,749;0,011
"exito";-3,062;0,771;1,214
"estoque";14,171;-3,676;-5,482
"empregador";8,516;-2,954;-2,485
"eletrico";-10,586;28,623;-3,124
"discriminar";7,628;-3,676;-1,425
"destituir";-0,558;3,983;-1,425
"desrespeito";-0,558;9,697;-5,482
"desnecessario";-1,559;0,102;1,214
"deslinde";-5,067;6,528;-0,002
"defensoria_publica_da_uniao";1,133;-0,138;-0,701
"decretar";0,065;-6,133;5,062
"decisum";-7,575;-3,676;26,208
"cuidado";10,648;-6,133;-1,425
"consecutivo";-14,099;-6,133;46,8
"conjuge";-1,096;-5,749;13,396
"concernir";-3,062;0,771;1,214
"comissionar";-5,067;22,954;-5,482
"brossard";-14,099;28,623;-1,425
"bancar";4,737;-0,983;-2,172
"banalizar";-14,099;34,918;-3,124
"assentada";-5,067;2,065;1,214
"armazenar";10,815;-2,598;-4,453
"arguicoes";-10,586;3,983;2,809
"andre_mendonca";-3,625;-0,497;8,429
"alerta";18,197;-6,133;-5,482
"agravamento";14,171;-6,133;-3,124
"adulto";17,058;-5,749;-5,139
"adicionar";9,578;-3,314;-2,803
"acontecer";7,628;-3,676;-1,425
"ac";-6,761;15,627;-1,17
"abstracto";-14,099;34,918;-3,124
"xxxiii";6,641;-3,314;-1,17
"vertente";-1,096;4,933;-1,17
"tpi";-0,694;3,485;-0,927
"suprimir";8,516;-2,954;-2,485
"superacao";4,241;-0,443;-2,803
"suceder";-2,448;-0,008;3,542
"subsidiario";-5,956;6,073;0,07
"subscrever";1,048;-5,749;1,662
"subjacente";-1,096;1,137;0,011
"salvar";17,058;-5,749;-5,139
"rever";-0,28;7,831;-5,139
"retomada";13,05;-5,749;-2,803
"repouso";17,058;-5,749;-5,139
"rechacar";-1,096;-1,545;6,124
"quantitativo";13,05;-5,749;-2,803
"quadra";9,578;-3,314;-2,803
"prudenciar";0;4,933;-5,139
"proposicao";-4,336;2,702;0,485
"proporcionar";3,41;-1,257;-0,927
"profundo";4,241;-1,545;-1,17
"postulacao";-13,217;-0,008;18,086
"plantio";8,516;-5,365;-0,927
"pl";1,133;-4,982;1,151
"periodico";17,058;-5,749;-5,139
"pasta";9,578;-5,749;-1,17
"parentesco";-12,335;-5,365;40,945
"parceria";17,058;-5,749;-5,139
"pacificado";-13,217;15,627;0,011
"oposicao";-4,336;-1,545;13,396
"oponibilidade";-13,217;32,321;-2,803
"obviar";2,377;-5,749;0,485
"numero";4,241;-5,749;0,011
"normalidade";4,241;-5,749;0,011
"nacoes_unidas";6,641;-5,749;-0,239
"molde";0;-3,314;3,542
"mitigar";1,048;-0,008;-1,17
"meta";13,05;-3,314;-5,139
"magistratura";-4,336;-5,749;23,479
"lucia";4,545;-1,532;-1,369
"localizar";15,92;-5,365;-4,796
"lecionar";-13,217;32,321;-2,803
"justificado";-0,28;-3,314;6,124
"inviolabilidade";17,058;-5,749;-5,139
"investir";9,578;-5,749;-1,17
"intervir";6,641;-5,749;-0,239
"insuscetivel";-13,217;39,219;-5,139
"insercao";6,641;-3,314;-1,17
"inq";-2,296;-0,728;6,816
"ingressar";4,241;-1,545;-1,17
"industriar";4,241;-1,545;-1,17
"inaceitavel";6,641;-0,443;-5,139
"impreciso";-13,217;15,627;0,011
"imparcialidade";-0,088;-2,954;4,428
"guilherme";-3,522;0,995;1,264
"globo";15,92;-5,365;-4,796
"generalidade";-6,761;20,525;-2,803
"funcional";-0,088;0,005;0,07
"funai";13,05;-3,314;-5,139
"ferreira";-1,689;3,967;-0,31
"extremo";6,641;-0,443;-5,139
"extraditar";-0,694;-0,274;2,223
"exigibilidade";11,931;-2,954;-4,796
"entendido";-4,336;2,702;0,485
"doutrinario";-6,761;11,396;-0,239
"dissolucao";9,578;-5,749;-1,17
"dirigente";6,641;-3,314;-1,17
"diligenciar";7,467;-4,982;-0,701
"desconto";15,92;-5,365;-4,796
"descompasso";0,256;0,239;-1,17
"desafio";13,05;-3,314;-5,139
"densidade";-1,346;7,448;-2,172
"defensor_publico";-7,143;24,556;-4,11
"credenciar";17,058;-5,749;-5,139
"cpp";-5,163;0,062;5,504
"coronavac";17,058;-5,749;-5,139
"consideravel";6,641;-5,749;-0,239
"comunitario";15,92;-5,365;-4,796
"composto";13,644;-4,598;-4,11
"cometer";-0,28;-5,749;9,409
"comercializacao";17,058;-5,749;-5,139
"cadastro";3,41;-5,365;0,07
"biontech";17,058;-5,749;-5,139
"belo";6,641;-5,749;-0,239
"automotor";10,815;-4,982;-2,172
"articulacao";6,641;-5,749;-0,239
"arguiçao";-12,335;36,602;-4,796
"arcabouco";9,578;-3,314;-2,803
"aproveitamento";1,048;0,239;-2,803
"aprofundado";4,241;-1,545;-1,17
"aparelho";9,703;-2,247;-4,11
"ansa";15,92;-5,365;-4,796
"andre";0,349;-0,148;-0,08
"analogico";-4,336;-3,314;18,086
"alusao";4,241;-5,749;0,011
"alberto";-1,136;-3,831;10,432
"afirmacao";2,377;-5,749;0,485
"acumular";11,931;-2,954;-4,796
"acrescimo";11,931;-5,365;-2,485
"acometer";9,578;-3,314;-2,803
"acessivel";-1,096;11,396;-5,139
"abarcar";1,048;-1,545;0,011
"xxxvii";11,931;-5,365;-2,485
"xviii";8,516;-1,257;-4,796
"vantagem";7,467;-4,982;-0,701
"utis";11,931;-2,954;-4,796
"universo";0,057;1,611;-2,485
"transmitir";11,931;-2,954;-4,796
"transitorio";11,931;-5,365;-2,485
"teto";1,718;0,451;-4,796
"tecer";0,6;-5,365;2,223
"subverter";-1,689;3,967;-0,31
"substituto";-3,627;-1,257;11,098
"status";-1,873;0,005;2,223
"sigiloso";3,215;-0,364;-2,054
"sediar";11,931;-5,365;-2,485
"secundar";-5,956;18,124;-2,485
"satelite";13,644;-4,598;-4,11
"saneamento";0,6;-1,257;0,07
"rua";15,92;-5,365;-4,796
"retomar";8,516;-5,365;-0,927
"restabelecer";1,718;-2,954;0,07
"ressarcir";-8,858;29,728;-4,796
"responder";4,737;-2,598;-0,701
"reservado";0,6;-1,257;0,07
"repasse";11,931;-5,365;-2,485
"repactuacao";15,92;-5,365;-4,796
"renunciar";5,676;-5,365;-0,122
"relembrar";0,057;3,485;-4,796
"reintegracao";-8,858;-0,274;15,562
"registrador";12,506;-4,215;-3,768
"reflexao";-0,088;-2,954;4,428
"quarto";0,057;-2,954;2,223
"quarentena";15,92;-5,365;-4,796
"proprietario";15,92;-5,365;-4,796
"proporcao";13,644;-4,598;-4,11
"progresso";14,782;-4,982;-4,453
"privilegiar";0,6;1,611;-4,796
"privacao";15,92;-5,365;-4,796
"pretenso";-5,163;11,217;-0,701
"prefeitura";0,64;-4,598;1,653
"percepcao";3,41;-2,954;-0,122
"passado";8,516;-1,257;-4,796
"pacajus";-7,927;-0,134;12,957
"ouvir";1,718;-5,365;0,77
"ocupar";0,057;-5,365;4,428
"nuclear";-12,335;29,728;-2,485
"mp";8,596;-4,215;-1,56
"morrer";12,506;-4,215;-3,768
"mobilizacao";15,92;-5,365;-4,796
"medidas_cautelares";-1,873;-2,954;11,098
"medicina";14,782;-4,982;-4,453
"masculino";12,506;-4,215;-3,768
"mandamento";5,676;-5,365;-0,122
"lvii";-8,858;-5,365;33,47
"locatario";15,92;-5,365;-4,796
"lima";0,024;-2,298;1,897
"laboratorio";5,676;-5,365;-0,122
"judicata";-12,335;36,602;-4,796
"isolado";0,057;-2,954;2,223
"interior";15,92;-5,365;-4,796
"intercorrente";-11,453;-2,598;30,572
"insurgencia";-1,873;0,005;2,223
"instar";3,41;-2,954;-0,122
"injustificado";-0,088;0,451;-0,122
"infralegal";0,057;3,485;-4,796
"influenciar";15,92;-5,365;-4,796
"inferir";0,057;-1,257;0,77
"inefetividade";-8,858;23,569;-2,485
"indio";8,516;-2,954;-2,485
"impugnavel";-12,335;29,728;-2,485
"icmbio";13,644;-4,598;-4,11
"homologacao";-0,002;0,755;-0,701
"higienico";14,782;-4,982;-4,453
"gov";15,92;-5,365;-4,796
"geracao";15,92;-5,365;-4,796
"ganhar";7,467;-0,983;-4,453
"folha";15,92;-5,365;-4,796
"ferramenta";10,815;-2,598;-4,453
"facilitar";11,931;-2,954;-4,796
"experiencia";11,931;-2,954;-4,796
"excepcionalidade";-5,956;9,376;-0,122
"exaurir";-3,627;0,005;4,428
"estimativa";15,92;-5,365;-4,796
"esperar";13,644;-4,598;-4,11
"equiparar";15,92;-5,365;-4,796
"enquadramento";0,258;-0,983;0,19
"ementada";-0,694;-0,274;2,223
"emb";-8,808;-0,295;15,647
"dor";6,819;-2,298;-2,054
"dissenso";-11,453;21,063;-0,701
"discorrer";1,718;-5,365;0,77
"discar";15,92;-5,365;-4,796
"dinheiro";14,782;-4,982;-4,453
"detalhar";3,832;-0,728;-1,863
"destinatario";3,41;-1,257;-0,927
"desrespeitar";5,676;-5,365;-0,122
"desfile";11,931;-5,365;-2,485
"descabido";-3,627;18,124;-4,796
"decl";-3,522;-1,532;11,69
"debelar";11,931;-5,365;-2,485
"crivo";-0,694;9,376;-4,796
"cpi";-10,572;-4,598;35,09
"contencao";15,92;-5,365;-4,796
"conjuntura";0,64;-2,247;0,388
"concessionar";-1,346;7,448;-2,172
"comprometimento";5,676;-0,274;-4,796
"compartilhar";1,718;-2,954;0,07
"comparecer";11,931;-5,365;-2,485
"cometido";3,41;-5,365;0,07
"colib";15,92;-5,365;-4,796
"circunscrever";-3,627;9,376;-0,927
"bancario";11,931;-2,954;-4,796
"atalho";-12,335;36,602;-4,796
"assessoria";4,737;-0,138;-4,453
"anular";-3,627;-1,257;11,098
"alfim";-3,627;0,451;2,223
"ajustar";4,737;-0,138;-4,453
"aglomeracao";15,92;-5,365;-4,796
"advertir";0,6;0,451;-2,485
"adiamento";-5,956;0,451;4,428
"adentrar";3,41;-0,274;-2,485
"adaptacao";14,782;-4,982;-4,453
"aceitavel";4,737;-0,138;-4,453
"accountability";11,931;-5,365;-2,485
"2o";-3,627;6,073;-0,122
"vitoriar";-11,453;15,755;-0,04
"valido";4,737;-4,982;-0,04
"util";1,133;0,062;-2,172
"uniforme";1,133;0,062;-2,172
"tributacao";8,596;-1,901;-3,768
"topico";1,251;-0,001;-1,56
"tempestivo";-0,002;-0,983;1,151
"temor";14,782;-4,982;-4,453
"suspeita";7,467;-4,982;-0,701
"subscritor";-0,002;-0,983;1,151
"subordinacao";4,737;-0,138;-4,453
"subdividir";-1,346;11,217;-4,453
"sobressair";7,467;-4,982;-0,701
"sgdc";14,782;-4,982;-4,453
"serio";14,782;-4,982;-4,453
"rio";7,495;-3,831;-1,265
"rigoroso";9,703;-2,247;-4,11
"reunir";0,258;-2,598;1,151
"ressarcimento";-11,453;33,985;-4,453
"residir";-0,128;1,172;-0,493
"resguardo";2,626;-2,598;-0,04
"remissao";-5,447;0,027;6,27
"rapido";2,626;-0,983;-0,701
"radiar";4,737;-2,598;-0,701
"propaganda";7,467;-4,982;-0,701
"preterito";-1,346;-2,598;8,896
"precipuo";-7,999;7,448;0,19
"precipuamente";-0,365;2,217;-0,701
"positis";-1,346;-4,982;13,1
"pontual";14,782;-4,982;-4,453
"pf";1,277;-1,532;-0,001
"perpetrar";-1,346;-0,138;2,922
"peculiar";-0,002;-0,138;0,19
"pdf";13,644;-4,598;-4,11
"organizado";10,815;-4,982;-2,172
"ordenar";2,626;-4,982;0,19
"optico";-5,163;11,217;-0,701
"onda";14,782;-4,982;-4,453
"observacao";-0,002;-0,138;0,19
"notar";0,258;2,217;-4,453
"neve";-7,046;-0,029;10,325
"muniz";-7,927;-3,448;26,312
"minoria";7,467;-4,982;-0,701
"mendonca";-2,641;-1,149;8,767
"manual";10,815;-2,598;-4,453
"magnitude";14,782;-4,982;-4,453
"macular";-1,346;-4,982;13,1
"macae";0,041;-3,831;3,162
"law";-2,296;5,634;-0,493
"itapevi";-11,453;27,14;-2,172
"investimento";12,506;-4,215;-3,768
"invalidar";-2,296;-4,598;15,492
"instrumental";0,258;-0,138;-0,04
"inidoneo";-11,453;4,448;2,922
"infra";7,467;-2,598;-2,172
"informe";14,782;-4,982;-4,453
"inerciar";4,737;-0,983;-2,172
"ineficacia";-5,163;4,448;0,19
"indisponivel";1,901;-4,598;0,388
"independente";-1,346;-0,138;2,922
"incs";6,433;-4,598;-0,493
"incapaz";-5,163;2,217;1,151
"inaudito";7,467;-4,982;-0,701
"imediaticidade";-11,453;33,985;-4,453
"igpm";-0,002;0,755;-0,701
"humanista";-9,69;-1,901;24,793
"goncalves";2,626;-0,983;-0,701
"gilbues";-10,572;-2,247;27,679
"expertise";14,782;-4,982;-4,453
"excerto";-0,002;0,062;-0,04
"eua";9,093;-3,065;-2,74
"escapar";7,467;-2,598;-2,172
"enriquecimento";-2,296;-2,247;10,715
"enorme";10,815;-2,598;-4,453
"elencados";2,626;-4,982;0,19
"eficiente";10,815;-4,982;-2,172
"di";7,467;-2,598;-2,172
"detentor";-2,945;-2,598;13,1
"desobediencia";-1,346;-2,598;8,896
"desinformacao";9,703;-2,247;-4,11
"desestimular";14,782;-4,982;-4,453
"desenho";-0,365;4,448;-2,172
"desempenho";-0,002;4,448;-4,453
"descricao";0,049;1,172;-1,863
"deliberar";-0,002;-0,138;0,19
"deflagrar";-0,365;0,062;0,19
"decimar";-0,002;4,448;-4,453
"curto";10,815;-2,598;-4,453
"controvertido";-2,945;2,217;0,19
"condutor";-2,945;2,217;0,19
"concorrer";-7,999;-4,982;30,572
"comparar";7,467;-0,983;-4,453
"comorbidade";14,782;-4,982;-4,453
"comemoracao";1,133;-4,982;1,151
"coligacao";-7,999;21,063;-2,172
"colegio";4,737;-0,983;-2,172
"colateral";1,133;0,062;-2,172
"cgedh";14,782;-4,982;-4,453
"burla";-2,945;4,448;-0,04
"bloqueio";-0,365;0,062;0,19
"bacen";1,133;-4,982;1,151
"ator";0,258;2,217;-4,453
"atentatorio";-2,945;0,755;1,151
"arapiraca";-7,143;-4,598;27,679
"angular";7,467;-4,982;-0,701
"almejado";0,258;0,062;-0,701
"almeida";-0,093;-1,915;3,134
"adct";0,258;0,062;-0,701
"acobertar";-11,453;2,217;5,504
"viagem";6,819;-2,298;-2,054
"versao";12,506;-4,215;-3,768
"vender";9,093;-3,065;-2,74
"vencimento";0,699;0,758;-3,425
"veiculacao";3,832;-0,728;-1,863
"transverso";-7,143;5,634;0,388
"televisao";9,703;-4,598;-1,863
"taxatividade";9,703;-2,247;-4,11
"sumariar";0,64;-2,247;0,388
"subsistente";0,049;-4,598;3,795
"subgrupo";13,644;-4,598;-4,11
"spu";1,425;-1,236;-0,051
"sorte";13,644;-4,598;-4,11
"sindilojas";0,475;-1,149;0,097
"sair";8,596;-4,215;-1,56
"retornar";4,256;-2,681;-0,464
"rememoro";2,969;-4,215;0,018
"remanejar";13,644;-4,598;-4,11
"reexame";-10,572;0,191;10,715
"recair";-0,877;-0,043;1,653
"racionalidade";1,901;-0,728;-0,493
"quebra";0,64;-4,598;1,653
"pv";1,425;-3,448;0,291
"puro";-0,877;-0,043;1,653
"punir";9,703;-4,598;-1,863
"prospectivo";-4,384;-4,598;21,146
"proposto";-0,128;-2,247;3,795
"proposital";6,433;-4,598;-0,493
"prolacao";-2,296;5,634;-0,493
"profilatico";13,644;-4,598;-4,11
"probabilidade";1,901;-4,598;0,388
"pretorio";-0,877;0,191;0,388
"presumir";3,832;-0,728;-1,863
"pressao";13,644;-4,598;-4,11
"preconizar";0,64;0,191;-1,863
"preceder";0,64;-0,043;-0,493
"portal";13,644;-4,598;-4,11
"plausivel";1,901;-0,043;-1,863
"pior";9,703;-4,598;-1,863
"pertencente";1,251;-0,001;-1,56
"personae";13,644;-4,598;-4,11
"perseguicao";9,703;-4,598;-1,863
"pendenciar";-2,296;1,172;0,388
"peculiaridade";1,901;-0,728;-0,493
"patrio";-0,877;1,172;-0,002
"passivo";1,901;-0,728;-0,493
"passageiro";9,703;-2,247;-4,11
"paginar";12,506;-4,215;-3,768
"ouvido";9,703;-2,247;-4,11
"organizar";5,417;-1,901;-1,56
"organizador";12,506;-4,215;-3,768
"oral";1,251;-4,215;0,684
"ocupante";-0,128;-4,598;6,816
"numerario";13,644;-4,598;-4,11
"novel";-0,128;-0,728;1,653
"nonagesimal";3,832;-4,598;-0,002
"niteroi";2,554;-0,029;-2,74
"mitigacao";8,596;-4,215;-1,56
"mister";6,433;-2,247;-1,863
"mencao";3,832;-0,043;-4,11
"lote";11,368;-3,831;-3,425
"liii";1,901;-4,598;0,388
"laboradas";-10,572;31,369;-4,11
"inusitado";9,703;-2,247;-4,11
"intimidade";13,644;-4,598;-4,11
"inocorrencia";-0,483;-1,901;4,889
"inegavel";0,64;-0,728;-0,002
"individualizado";0,049;-2,247;1,653
"incognoscibilidade";-2,296;1,172;0,388
"inaplicabilidade";-6,292;-0,497;12,926
